Source,源,Die Source ist der Ausgangspunkt einer Kommunikation.（源是一次通信的起点。）
SPF,最短路径优先,SPF berechnet Pfade mit minimalen Kosten.（SPF 计算最小代价路径。）
SPF-Algorithmus,最短路径优先算法,Der SPF-Algorithmus wird in Link-State-Routing verwendet.（SPF 算法用于链路状态路由。）
SSH,安全外壳协议,SSH ermöglicht verschlüsselte entfernte Anmeldung.（SSH 支持加密的远程登录。）
SSHv2,安全外壳协议版本 2,SSHv2 nutzt TCP für verschlüsselte entfernte Sitzungen.（SSHv2 使用 TCP 支持加密远程会话。）
Staufenster,拥塞窗口,Staufenster ist eine deutsche Bezeichnung für Congestion Window.（Staufenster 是拥塞窗口的德语说法。）
Staukontrolle,拥塞控制,Staukontrolle reduziert die Senderate bei Überlast im Netz.（拥塞控制在网络过载时降低发送速率。）
Stellenwertsystem,位置记数制,Ein Stellenwertsystem bewertet Ziffern nach ihrer Position.（位置记数制按数字位置赋予权值。）
Stop-and-Wait,停止等待协议,Stop-and-Wait sendet erst nach einer Bestätigung die nächste Einheit.（停止等待协议在收到确认后才发送下一个数据单元。）
Store-and-Forward,存储转发,Store-and-Forward speichert eine Nachricht vollständig vor dem Weiterleiten.（存储转发在继续转发前先完整存储消息。）
STP,屏蔽双绞线,STP bezeichnet geschirmte Twisted-Pair-Kabel.（STP 表示屏蔽双绞线。）
Stream Socket,流套接字,Ein Stream Socket wird typischerweise für TCP-Verbindungen genutzt.（流套接字通常用于 TCP 连接。）
Subnetting,子网划分,Subnetting teilt einen Adressblock in kleinere Subnetze.（子网划分把一个地址块拆成更小的子网。）
Subnetz,子网,Ein Subnetz ist ein logisch abgegrenzter Teil eines größeren Netzes.（子网是较大网络中逻辑划分出的部分。）
Subnetz-Adresse,子网地址,Eine Subnetz-Adresse identifiziert ein bestimmtes Subnetz.（子网地址标识一个具体子网。）
Subnetzmaske,子网掩码,Eine Subnetzmaske trennt Netzanteil und Hostanteil einer Adresse.（子网掩码区分地址中的网络部分和主机部分。）
Switch,交换机,Ein Switch leitet Ethernet-Rahmen anhand gelernter MAC-Adressen weiter.（交换机根据学习到的 MAC 地址转发以太网帧。）
SYN,同步标志,SYN startet bei TCP den Aufbau einer Verbindung.（SYN 在 TCP 中用于发起连接建立。）
SYN+ACK,同步确认,SYN+ACK bestätigt einen Verbindungswunsch und sendet eigene Synchronisation.（SYN+ACK 确认连接请求并发送本方同步信息。）
SYN-ACK,同步确认,SYN-ACK ist eine verbreitete Schreibweise für SYN+ACK.（SYN-ACK 是 SYN+ACK 的常见写法。）
Systemschnitt,系统接口边界,Ein Systemschnitt trennt reale Kommunikationssysteme voneinander.（系统接口边界把真实通信系统彼此分开。）
TCP,传输控制协议,TCP bietet verbindungsorientierte und zuverlässige Ende-zu-Ende-Kommunikation.（TCP 提供面向连接且可靠的端到端通信。）
TCP Reno,TCP Reno 算法,TCP Reno nutzt Fast Recovery nach dreifachen Duplicate ACKs.（TCP Reno 在三次重复 ACK 后使用快速恢复。）
TCP Tahoe,TCP Tahoe 算法,TCP Tahoe fällt nach einem Verlust wieder auf Slow Start zurück.（TCP Tahoe 在丢包后回到慢启动。）
TCP-PCI,TCP 协议控制信息,TCP-PCI enthält Flags Sequenznummern und weitere Steuerfelder.（TCP-PCI 包含标志、序列号等控制字段。）
TCP-PDU,TCP 协议数据单元,Eine TCP-PDU wird im Kurs als Segment bezeichnet.（TCP-PDU 在课程中称为报文段。）
TCP-Socket,TCP 套接字,Ein TCP-Socket stellt eine streamorientierte Verbindung bereit.（TCP 套接字提供面向流的连接。）
TCP-Verbindung,TCP 连接,Eine TCP-Verbindung besteht logisch zwischen zwei Socket-Endpunkten.（TCP 连接在逻辑上存在于两个套接字端点之间。）
TCP/IP-Referenzmodell,TCP/IP 参考模型,Das TCP/IP-Referenzmodell beschreibt die praktische Internet-Schichtung.（TCP/IP 参考模型描述实际互联网分层。）
TDMA,时分多址,TDMA teilt den Zugriff auf ein Medium in Zeitschlitze auf.（TDMA 把介质访问划分为多个时间片。）
Telnet,远程登录协议,Telnet ist ein älteres Protokoll für entfernte Konsolensitzungen.（Telnet 是较早的远程控制台会话协议。）
TFTP,简单文件传输协议,TFTP nutzt UDP für einfache Dateiübertragung.（TFTP 使用 UDP 进行简单文件传输。）
Threshold,阈值,Der Threshold trennt Slow Start von Congestion Avoidance.（阈值用于区分慢启动和拥塞避免阶段。）
Throughput,吞吐率,Throughput beschreibt die tatsächlich erreichte Übertragungsrate.（吞吐率描述实际达到的数据传输速率。）
TIA,电信工业协会,TIA ist an Standards für Telekommunikationsverkabelung beteiligt.（TIA 参与电信布线标准。）
Time-To-Live,生存时间,Time-To-Live begrenzt wie viele Hops ein Paket durchlaufen darf.（生存时间限制分组可经过的跳数。）
Timeout,超时,Ein Timeout kann eine erneute Übertragung auslösen.（超时可触发重新传输。）
Timestamp-Option,时间戳选项,Die Timestamp-Option hilft TCP bei Messung und PAWS.（时间戳选项帮助 TCP 进行测量和 PAWS 判断。）
Top-Down-Ansatz,自顶向下方法,Der Top-Down-Ansatz beginnt bei Anwendungen und geht zu unteren Schichten.（自顶向下方法从应用层出发再到下层。）
Topologie,拓扑,Topologie beschreibt die Struktur von Knoten und Links.（拓扑描述节点和链路的结构。）
TOR,洋葱路由网络,TOR leitet Verkehr über mehrere Knoten zur Anonymisierung.（TOR 通过多个节点转发流量以实现匿名化。）
Trace-Datei,抓包记录文件,Eine Trace-Datei enthält aufgezeichneten Netzwerkverkehr.（抓包记录文件包含被捕获的网络流量。）
Traceroute,路由跟踪工具,Traceroute zeigt die Zwischenstationen auf dem Weg zu einem Ziel.（Traceroute 显示通往目标路径上的中间节点。）
Transformation,变换编码,Transformation wird bei Quellencodierung wie JPEG eingesetzt.（变换编码用于 JPEG 等信源编码。）
Transitknoten,中转节点,Transitknoten leiten Pakete weiter ohne Endziel zu sein.（中转节点不是最终目的地，只负责转发分组。）
Transitsystem,传输/中转系统,Ein Transitsystem liegt zwischen sendendem und empfangendem Endsystem.（中转系统位于发送端系统和接收端系统之间。）
Transport Layer,传输层,Der Transport Layer bietet Kommunikation zwischen Prozessen auf Endsystemen.（传输层为端系统上的进程提供通信。）
Transportprotokoll,传输协议,TCP und UDP sind Transportprotokolle.（TCP 和 UDP 是传输协议。）
Transportschicht,传输层,Die Transportschicht übernimmt Verbindungsmanagement und zuverlässige Übertragung.（传输层负责连接管理和可靠传输等任务。）
TSAP,传输服务访问点,TSAP bezeichnet einen Port als Zugriffspunkt des Transportdienstes.（TSAP 把端口称为传输服务访问点。）
Twisted-Pair-Kabel,双绞线,Twisted-Pair-Kabel werden häufig für Ethernet verwendet.（双绞线常用于以太网。）
UDP,用户数据报协议,UDP ist ein verbindungsloses und unzuverlässiges Transportprotokoll.（UDP 是无连接且不可靠的传输层协议。）
UDP-Datagramm,UDP 数据报,Ein UDP-Datagramm enthält Ports Länge Prüfsumme und Nutzdaten.（UDP 数据报包含端口、长度、校验和和用户数据。）
UDP-Socket,UDP 套接字,Ein UDP-Socket sendet und empfängt einzelne Datagramme.（UDP 套接字发送和接收独立数据报。）
Unicast,单播,Unicast adressiert genau einen Empfänger.（单播寻址一个唯一接收方。）
Unicast-Adresse,单播地址,Eine Unicast-Adresse steht für genau eine Schnittstelle.（单播地址表示一个特定接口。）
Unterschied,区别,Der Unterschied zwischen Dienst und Protokoll ist im Schichtenmodell zentral.（服务和协议之间的区别在分层模型中很关键。）
URG,TCP 紧急标志,URG markiert dringende Daten im TCP-Header.（URG 在 TCP 头部标记紧急数据。）
URL,统一资源定位符,Eine URL beschreibt Zugriffsmethode und Ort einer Ressource.（URL 描述资源的访问方法和位置。）
Verbindungsabbau,连接释放,Verbindungsabbau schließt eine logische Verbindung kontrolliert.（连接释放以受控方式关闭逻辑连接。）
Verbindungsaufbau,连接建立,Verbindungsaufbau synchronisiert Kommunikationspartner vor dem Datenaustausch.（连接建立在数据交换前同步通信双方。）
verbindungslose Kommunikation,无连接通信,Verbindungslose Kommunikation sendet Nachrichten ohne vorherigen Aufbau.（无连接通信无需预先建立连接即可发送消息。）
verbindungsorientierte Kommunikation,面向连接通信,Verbindungsorientierte Kommunikation nutzt eine zuvor aufgebaute logische Verbindung.（面向连接通信使用预先建立的逻辑连接。）
Vergleichen,比较,Vergleichen Sie Paketvermittlung und Leitungsvermittlung.（请比较分组交换和电路交换。）
Vermittlung,交换/网络层转发,Vermittlung bringt Nachrichten über Zwischenknoten zum Ziel.（交换或网络层转发通过中间节点把消息送到目标。）
Vermittlungsschicht,网络层/交换层,Die Vermittlungsschicht entscheidet über Pfade durch das Netz.（网络层或交换层决定穿过网络的路径。）
Vermittlungsverfahren,交换方式,Vermittlungsverfahren beschreiben wie Daten durch ein Netz transportiert werden.（交换方式描述数据如何穿过网络。）
Verteiltes Dateisystem,分布式文件系统,Ein verteiltes Dateisystem speichert Daten über mehrere Rechner hinweg.（分布式文件系统把数据存储在多台计算机上。）
Verteiltes System,分布式系统,Ein verteiltes System erscheint Nutzern oft als ein einheitliches System.（分布式系统在用户看来常像一个统一系统。）
Verzerrung,失真,Verzerrung verändert die Form eines Signals während der Übertragung.（失真会在传输过程中改变信号形状。）
Vielfachzugriff,多路访问,Vielfachzugriff regelt mehrere Sender auf einem gemeinsamen Medium.（多路访问规定多个发送方如何共享介质。）
Vier-Tupel,四元组,Ein Vier-Tupel aus IP-Adressen und Ports identifiziert eine Verbindung.（由 IP 地址和端口组成的四元组标识一条连接。）
Vier-Wege-Handshake,四次握手,Ein Vier-Wege-Handshake kann Verbindungsabbau in beide Richtungen bestätigen.（四次握手可确认双向连接释放。）
Virtuelle Verbindung,虚连接,Eine virtuelle Verbindung abstrahiert die darunterliegenden Netze.（虚连接抽象掉底层网络细节。）
VLAN,虚拟局域网,Ein VLAN bildet eine logische LAN-Struktur unabhängig von der physischen Topologie.（VLAN 在物理拓扑之上形成逻辑局域网结构。）
VLAN-ID,VLAN 标识,VLAN-ID kennzeichnet die Zugehörigkeit eines Rahmens zu einem VLAN.（VLAN-ID 标识一个帧所属的虚拟局域网。）
VLAN-Protocol-ID,VLAN 协议标识,Die VLAN-Protocol-ID kennzeichnet VLAN-getaggte Ethernet-Rahmen.（VLAN 协议标识标记带 VLAN 标签的以太网帧。）
VLAN-Tagging,VLAN 标签,VLAN-Tagging markiert Rahmen mit VLAN-Informationen.（VLAN 标签机制在帧中标记 VLAN 信息。）
VoIP,网络语音,VoIP überträgt Sprachdaten über IP-Netze.（VoIP 通过 IP 网络传输语音数据。）
Vollduplex,全双工,Vollduplex erlaubt gleichzeitiges Senden und Empfangen.（全双工允许同时发送和接收。）
VPN,虚拟专用网络,Ein VPN baut einen geschützten logischen Kanal über ein anderes Netz auf.（VPN 在另一个网络之上建立受保护的逻辑信道。）
WAN,广域网,Ein WAN verbindet Netze über große räumliche Entfernungen.（广域网跨较大地理距离连接网络。）
Warteschlangenverzögerung,排队时延,Warteschlangenverzögerung entsteht wenn Pakete vor der Übertragung warten.（排队时延发生在分组传输前等待队列时。）
WDMA,波分多址,WDMA teilt optische Übertragung nach Wellenlängen auf.（WDMA 按波长划分光传输资源。）
Weg-Zeit-Diagramm,路径-时间图,Ein Weg-Zeit-Diagramm visualisiert Nachrichtenbewegung über die Zeit.（路径-时间图展示消息随时间的移动。）
Wege-Handschlag,二/三路握手,Wege-Handschlag bezeichnet Handshake-Verfahren mit mehreren Nachrichten.（Wege-Handschlag 指由多条消息组成的握手过程。）
Well Known Ports,知名端口,Well Known Ports sind für zentrale Dienste wie HTTP oder SSH reserviert.（知名端口为 HTTP 或 SSH 等核心服务保留。）
WiFi-Adapter,WiFi 适配器,Ein WiFi-Adapter verbindet ein Endsystem drahtlos mit einem WLAN.（WiFi 适配器把端系统无线连接到 WLAN。）
Wireshark,抓包分析工具,Wireshark zeigt mitgeschnittene PDUs verschiedener Schichten an.（Wireshark 显示抓取到的各层协议数据单元。）
WLAN,无线局域网,WLAN verbindet Endsysteme drahtlos mit einem lokalen Netz.（WLAN 以无线方式把端系统接入局域网。）
Wraparound,序列号回绕,Wraparound entsteht wenn ein begrenzter Sequenznummernraum wieder von vorn beginnt.（序列号空间有限时重新从头使用会产生回绕。）
WWW,万维网,Das WWW ist ein verteiltes Hypertextsystem auf Basis des Internets.（万维网是基于互联网的分布式超文本系统。）
X-WiN,德国科研教育网络,X-WiN ist ein deutsches Wissenschaftsnetz für Forschung und Lehre.（X-WiN 是德国科研和教学使用的学术网络。）
XCP,显式控制协议,XCP ist ein Ansatz für explizite Überlastkontrolle.（XCP 是显式拥塞控制的一种方法。）
XOR,异或,XOR wird in vielen Prüf- und Codierungsverfahren verwendet.（异或用于许多校验和编码方法。）
Zeichnen,绘制,Zeichnen Sie ein Sequenzdiagramm des TCP-Austausches.（请绘制 TCP 交换的序列图。）
Zieladresse,目的地址,Die Zieladresse entscheidet wohin ein Paket weitergeleitet wird.（目的地址决定分组被转发到哪里。）
Zusammenfassung,总结,Die Zusammenfassung wiederholt die wichtigsten Begriffe eines Kapitels.（总结部分回顾一章中的重要概念。）
Zustellgarantie,投递保证,TCP kann stärkere Zustellgarantien bereitstellen als UDP.（TCP 能比 UDP 提供更强的投递保证。）
Zwei-Wege-Handschlag,二次握手,Der Zwei-Wege-Handschlag reicht in unzuverlässigen Netzen oft nicht aus.（二次握手在不可靠网络中通常不够。）
Zyklische Redundanzprüfung,循环冗余校验,Die zyklische Redundanzprüfung berechnet Prüfbits aus einem Generatorpolynom.（循环冗余校验通过生成多项式计算校验位。）
Übertragungsmedium,传输介质,Das Übertragungsmedium kann Kupfer Funk oder Lichtwellenleiter sein.（传输介质可以是铜线、无线电或光纤。）
Übertragungsrate,传输速率,Die Übertragungsrate gibt an wie viele Bits pro Sekunde übertragen werden.（传输速率表示每秒传输多少比特。）
